Authors,Title,Year,Source title,Volume,Page start,Page end,DOI,Link,Author Keywords,Index Keywords,Source
"Dale A., Newman L.","Sustainable development, education and literacy",2005,International Journal of Sustainability in Higher Education,6,351,362,10.1108/14676370510623847,https://www.scopus.com/inward/record.uri?eid=2-s2.0-25444502321&doi=10.1108%2f14676370510623847&partnerID=40&md5=b2f908b88208cae20bfb954d717ea81d,Education; Sustainable development,,Scopus
"Rowe G., Frewer L.J.",A typology of public engagement mechanisms,2005,Science Technology and Human Values,30,251,290,10.1177/0162243904271724,https://www.scopus.com/inward/record.uri?eid=2-s2.0-16244391484&doi=10.1177%2f0162243904271724&partnerID=40&md5=177d9b3347e163b1f3f9fb4c6a6a048f,Mechanism variables; Participation mechanisms; Public engagement; Public participation; Typology,,Scopus
"Arksey H., O'Malley L.",Scoping studies: Towards a methodological framework,2005,International Journal of Social Research Methodology: Theory and Practice,8,19,32,10.1080/1364557032000119616,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14644388070&doi=10.1080%2f1364557032000119616&partnerID=40&md5=c6b6204d8e329dbb7cdb29c3979e5788,,,Scopus
"Gautier C., Solomon R.",A preliminary study of students' asking quantitative scientific questions for inquiry-based climate model experiments,2005,Journal of Geoscience Education,53,432,443,10.5408/1089-9995-53.4.432,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744537685&doi=10.5408%2f1089-9995-53.4.432&partnerID=40&md5=5d15d676abed9574eaf286b27574c5d0,,Earth science; education,Scopus
"Rebich S., Gautier C.",Concept mapping to reveal prior knowledge and conceptual change in a Mock Summit course on global climate change,2005,Journal of Geoscience Education,53,355,365,10.5408/1089-9995-53.4.355,https://www.scopus.com/inward/record.uri?eid=2-s2.0-27744451701&doi=10.5408%2f1089-9995-53.4.355&partnerID=40&md5=9341e53569faf73f8550b52ba25c272e,,Earth science; education,Scopus
"Kemp R., Parto S., Gibson R.B.",Governance for sustainable development: Moving from theory to practice,2005,International Journal of Sustainable Development,8,12,30,10.1504/ijsd.2005.007372,https://www.scopus.com/inward/record.uri?eid=2-s2.0-23744488535&doi=10.1504%2fijsd.2005.007372&partnerID=40&md5=03b61f7072e04bd4d7f3ad170abd2202,Governance; Innovation; Sustainable development; Trade-offs,Decision making; Industrial management; International trade; Public policy; Governance; Innovation; Sustainability; Trade-offs; Sustainable development; governance approach; sustainable development,Scopus
Raia F.,Students' understanding of complex dynamic systems,2005,Journal of Geoscience Education,53,297,308,10.5408/1089-9995-53.3.297,https://www.scopus.com/inward/record.uri?eid=2-s2.0-22244487997&doi=10.5408%2f1089-9995-53.3.297&partnerID=40&md5=c8a236f48aa46fc96fbb694205b46c6d,,Earth science; education,Scopus
"Libarkin J.C., Anderson S.W., Science J.D., Beilfuss M., Boone W.",Qualitative analysis of college students' ideas about the earth: Interviews and open-ended questionnaires,2005,Journal of Geoscience Education,53,17,26,10.5408/1089-9995-53.1.17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-14844361030&doi=10.5408%2f1089-9995-53.1.17&partnerID=40&md5=e321d3f7861edfa0cf183e1b6218d1f9,,geology; teaching,Scopus
Grunwald A.,Strategic knowledge for sustainable development: the need for reflexivity and learning at the interface between science and society,2004,International Journal of Foresight and Innovation Policy,1,150,167,10.1504/ijfip.2004.004619,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650107967&doi=10.1504%2fijfip.2004.004619&partnerID=40&md5=c33af3305da106e6d273cee7f64b8704,post-normal science; reflexivity; strategic knowledge; sustainable development; uncertainty,,Scopus
"Devine-Wright P., Devine-Wright H., Fleming P.",Situational influences upon children's beliefs about global warming and energy,2004,Environmental Education Research,10,493,506,10.1080/1350462042000291029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548422738&doi=10.1080%2f1350462042000291029&partnerID=40&md5=885356a0874357a39102bd4fd1d42b2f,,,Scopus
"Swart R.J., Raskin P., Robinson J.",The problem of the future: Sustainability science and scenario analysis,2004,Global Environmental Change,14,137,146,10.1016/j.gloenvcha.2003.10.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-3242775630&doi=10.1016%2fj.gloenvcha.2003.10.002&partnerID=40&md5=89ae2108000246ef353adaf89755bdd7,,analytical method; future prospect; nature-society relations; sustainability,Scopus
"Kali Y., Orion N., Eylon B.-S.",Effect of knowledge integration activities on students' perception of the earth's crust as a cyclic system,2003,Journal of Research in Science Teaching,40,545,565,10.1002/tea.10096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038087305&doi=10.1002%2ftea.10096&partnerID=40&md5=f7347636076d020564f9373058ad87ac,,Curricula; Decision making; Education; Knowledge acquisition; Students; Systems science; Knowledge integration; Rock cycle system; Systems thinking; Earth sciences,Scopus
"Turner II B.L., Matson P.A., McCarthy J.J., Corell R.W., Christensen L., Eckley N., Hovelsrud-Broda G.K., Kasperson J.X., Kasperson R.E., Luers A., Martello M.L., Mathiesen S., Naylor R., Polsky C., Pulsipher A., Schiller A., Selin H., Tyler N.",Illustrating the coupled human-environment system for vulnerability analysis: Three case studies,2003,Proceedings of the National Academy of Sciences of the United States of America,100,8080,8085,10.1073/pnas.1231334100,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037924466&doi=10.1073%2fpnas.1231334100&partnerID=40&md5=ef37f727285353391aed4d633ca5c5a0,,"article; deforestation; environmental health; financial management; global change; government; hazard; human; human rights; irrigation (agriculture); law; Mexico; policy; population migration; priority journal; seasonal variation; social adaptation; water stress; Agriculture; Animal Husbandry; Animals; Arctic Regions; Conservation of Natural Resources; Developing Countries; Economics; Ecosystem; Environment; Environmental Pollution; Greenhouse Effect; Greenland; Humans; Mexico; Models, Theoretical; Natural Disasters; Norway; Safety Management; Trees; Water Supply",Scopus
Warburton K.,Deep learning and education for sustainability,2003,International Journal of Sustainability in Higher Education,4,44,56,10.1108/14676370310455332,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986101164&doi=10.1108%2f14676370310455332&partnerID=40&md5=470507c93b4c5e9ec2eaa2c936331866,Analytical methods; Learning styles; Sustainable development,,Scopus
"Pruneau D., Gravel H., Bourque W., Langis J.",Experimentation with a socio-constructivist process for climate change education,2003,Environmental Education Research,9,429,446,10.1080/1350462032000126096,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066219113&doi=10.1080%2f1350462032000126096&partnerID=40&md5=7fe6b9c97459e56f9570e9c3fd7c2087,,,Scopus
"Welsh M.A., Murray D.L.",The ecollaborative: Teaching sustainability through critical pedagogy,2003,Journal of Management Education,27,220,235,10.1177/1052562903251415,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990397423&doi=10.1177%2f1052562903251415&partnerID=40&md5=7e02d9d3c777d3beba890dd4704f0801,collaboration; critical pedagogy; innovation; sustainability; teamwork,,Scopus
"Kearins K., Springett D.",Educating for sustainability: Developing critical skills,2003,Journal of Management Education,27,188,204,10.1177/1052562903251411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990359284&doi=10.1177%2f1052562903251411&partnerID=40&md5=decf9fc986b8b260c31af104230a46a5,business and management education; critical perspective; environmental elective; environmental management; sustainability,,Scopus
"McKeown R., Hopkins C.",EE p ESD: Defusing the worry,2003,Environmental Education Research,9,117,128,10.1080/13504620303469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960183691&doi=10.1080%2f13504620303469&partnerID=40&md5=e4b7d55dfb8e9d4c35a4b86bddcae4d4,,,Scopus
Dillon J.,"On Learners and Learning in Environmental Education: Missing theories, ignored communities",2003,Environmental Education Research,9,215,226,10.1080/13504620303480,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750620094&doi=10.1080%2f13504620303480&partnerID=40&md5=37bc5c8722cb6ebb8c655dff77e36d67,,,Scopus
"Barraza L., Duque-aristiza´bal A., Rebolledo G.",Environmental Education: From policy to practice,2003,Environmental Education Research,9,347,357,10.1080/13504620303462,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745320596&doi=10.1080%2f13504620303462&partnerID=40&md5=09a9fce0aec36036f4ed364d2251e515,,,Scopus
Robinson J.,Future subjunctive: Backcasting as social learning,2003,Futures,35,839,856,10.1016/S0016-3287(03)00039-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037926813&doi=10.1016%2fS0016-3287%2803%2900039-9&partnerID=40&md5=0630efe5fd7994336ccb94bb4d8a43f1,,forecasting method; learning,Scopus
Sterman J.D.,All models are wrong: Reflections on becoming a systems scientist,2002,System Dynamics Review,18,501,531,10.1002/sdr.261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036983239&doi=10.1002%2fsdr.261&partnerID=40&md5=27d25e8d65915e79acb30faeb4adf33b,,systems analysis,Scopus
"Wals A.E.J., Jickling B.",“Sustainability” in higher education: From doublethink and newspeak to critical thinking and meaningful learning,2002,International Journal of Sustainability in Higher Education,3,221,232,10.1108/14676370210434688,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986037586&doi=10.1108%2f14676370210434688&partnerID=40&md5=526189652518fa2bdf2ae261d9a39b4b,Higher education; Learning; Sustainable development,,Scopus
"Sterman J.D., Sweeney L.B.",Cloudy skies: Assessing public understanding of global warming,2002,System Dynamics Review,18,207,240,10.1002/sdr.242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142808706&doi=10.1002%2fsdr.242&partnerID=40&md5=d70a6c50c1de1497f7d439cf2505183e,,attitudinal survey; environmental issue; global warming; perception; public attitude,Scopus
Jucker R.,“Sustainability? Never heard of it!”: Some basics we shouldn’t ignore when engaging in education for sustainability,2002,International Journal of Sustainability in Higher Education,3,8,18,10.1108/14676370210414146,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84986059643&doi=10.1108%2f14676370210414146&partnerID=40&md5=a8abf3a117367dd475e66dddccdfa7ef,Convergent strategies; Ecology; Higher education; Policy management; Politics; Society,,Scopus
"Stimpson P., Kwan F.W.B.","Environmental Education in Guangzhou in the People's Republic of China: Global theme, politically determined",2001,Environmental Education Research,7,397,412,10.1080/13504620120081278,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006586626&doi=10.1080%2f13504620120081278&partnerID=40&md5=3c797da66345545d0dd6986bbd667e33,,,Scopus
"Evans J., Benefield P.",Systematic reviews of educational research: Does the medical model fit?,2001,British Educational Research Journal,27,527,541,10.1080/01411920120095717,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035648466&doi=10.1080%2f01411920120095717&partnerID=40&md5=97ecb8d8414861fd3f197003b5372abc,,,Scopus
"Major E., Asch D., Cordey-Hayes M.",Foresight as a core competence,2001,Futures,33,91,107,10.1016/S0016-3287(00)00057-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035151784&doi=10.1016%2fS0016-3287%2800%2900057-4&partnerID=40&md5=81ae7bf4e77bcc0306e0445926d41e70,,corporate strategy; forecasting method,Scopus
McIntosh D.,The uses and limits of the Model United Nations in an international relations classroom,2001,International Studies Perspectives,2,269,280,10.1111/1528-3577.00057,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034895993&doi=10.1111%2f1528-3577.00057&partnerID=40&md5=86b5b428f3cb0bc8186f0dd35f34b46f,Active learning; Model United Nations; Problem-based learning,geopolitics; international relations; learning; teaching,Scopus
"Andersson B., Wallin A.","Students' understanding of the greenhouse effect, the societal consequences of reducing CO2 emissions and the problem of ozone layer depletion",2000,Journal of Research in Science Teaching,37,1096,1111,10.1002/1098-2736(200012)37:10<1096::AID-TEA4>3.0.CO;2-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0042223806&doi=10.1002%2f1098-2736%28200012%2937%3a10%3c1096%3a%3aAID-TEA4%3e3.0.CO%3b2-8&partnerID=40&md5=a1a5c241ed9a81e4092e30f46980c1ac,,,Scopus
Ravetz J.,Integrated assessment for sustainability appraisal in cities and regions,2000,Environmental Impact Assessment Review,20,31,64,10.1016/S0195-9255(99)00037-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0034031501&doi=10.1016%2fS0195-9255%2899%2900037-2&partnerID=40&md5=79572439387533189e5830a3b2e6701d,Cumulative effects; Environmental appraisal; Indicators; Integrated assessment; Sustainability; Systems analysis,Economic and social effects; Environmental impact; Environmental protection; Planning; Social aspects; Systems analysis; Cumulative effects; Environmental appraisal; Indicators; Integrated assessment; Sustainability; Sustainable development; environmental impact assessment; integrated approach; sustainability; urban planning; England(Manchester); United Kingdom,Scopus
Crofton F.S.,Educating for sustainability: Opportunities in undergraduate engineering,2000,Journal of Cleaner Production,8,397,405,10.1016/S0959-6526(00)00043-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033666076&doi=10.1016%2fS0959-6526%2800%2900043-3&partnerID=40&md5=bff543d2221c14fca09da5e6685cc112,,Economic and social effects; Engineering education; Engineers; Environmental engineering; Process engineering; Professional aspects; Strategic planning; Undergraduate engineering; Production engineering,Scopus
Bonnett M.,Education for sustainable development: A coherent philosophy for environmental education?,1999,Cambridge Journal of Education,29,313,324,10.1080/0305764990290302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062601277&doi=10.1080%2f0305764990290302&partnerID=40&md5=12f131ebf3cad08db340401315dd4ec6,,,Scopus
Palmer J.A.,Research matters: A call for the application of empirical evidence to the task of improving the quality and impact of environmental education,1999,Cambridge Journal of Education,29,379,395,10.1080/0305764990290308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041832266&doi=10.1080%2f0305764990290308&partnerID=40&md5=c72c1d7d9175cf5002acfd2a3df0f3c1,,,Scopus
Elliott J.,Sustainable society and environmental education: Future perspectives and demands for the educational system,1999,Cambridge Journal of Education,29,325,340,10.1080/0305764990290303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012538450&doi=10.1080%2f0305764990290303&partnerID=40&md5=e0075303ee9179e3144598f916fc5502,,,Scopus
"Nixon J., Sankey K., Furay V., Simmons M.",Education for sustainability in scottish secondary schools: Boundary maintenance or professional reorientation?,1999,Environmental Education Research,5,305,318,10.1080/1350462990050305,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968700821&doi=10.1080%2f1350462990050305&partnerID=40&md5=538849f76074ead0ef2703b4875e4393,,,Scopus
Posch P.,The ecologisation of schools and its implications for educational policy,1999,Cambridge Journal of Education,29,341,348,10.1080/0305764990290304,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956564542&doi=10.1080%2f0305764990290304&partnerID=40&md5=05c400d35cbd2f6cc77590530c10136b,,,Scopus
"Groves F.H., Pugh A.F.",Elementary pre-service teacher perceptions of the greenhouse effect,1999,Journal of Science Education and Technology,8,75,81,10.1023/A:1009433705790,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142726994&doi=10.1023%2fA%3a1009433705790&partnerID=40&md5=22936582806c22ad33d035be2bd252ec,Elementary pre-service; Environment; Global warming; Greenhouse effect; Misconceptions,,Scopus
"Meadows G., Wiesenmayer R.L.",Identifying and addressing students' alternative conceptions of the causes of global warming: The need for cognitive conflict,1999,Journal of Science Education and Technology,8,235,239,10.1023/A:1009412414470,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142675268&doi=10.1023%2fA%3a1009412414470&partnerID=40&md5=3e1b8255384e27cc4ae55a67d198c7d3,Climatic change; Global warming; Misconceptions; Ozone layer,,Scopus
"Koulaidis V., Christidou V.",Models of students' thinking concerning the greenhouse effect and teaching implications,1999,Science Education,83,559,576,10.1002/(sici)1098-237x(199909)83:5<559::aid-sce4>3.0.co;2-e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033196325&doi=10.1002%2f%28sici%291098-237x%28199909%2983%3a5%3c559%3a%3aaid-sce4%3e3.0.co%3b2-e&partnerID=40&md5=b537fc626b7cfa7162ae1b43486ef927,,,Scopus
"Mansaray A., Ajiboye J.O., Audu U.F.",Environmental knowledge and attitudes of some nigerian secondary school teachers,1998,Environmental Education Research,4,329,339,10.1080/1350462980040307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7044255218&doi=10.1080%2f1350462980040307&partnerID=40&md5=4d696d977be3781287375ec578a3cd43,,,Scopus
"Boyes E., Stanisstreet M.",High school students’ perceptions of how major global environmental effects might cause skin cancer,1998,Journal of Environmental Education,29,31,36,10.1080/00958969809599110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-5544254285&doi=10.1080%2f00958969809599110&partnerID=40&md5=c789e57f97d6f2b595561f37342b0929,,,Scopus
Singh M.,Critical literacy strategies for environmental educators,1998,Environmental Education Research,4,341,354,10.1080/1350462980040308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2542596111&doi=10.1080%2f1350462980040308&partnerID=40&md5=1e38aa819aa056328eb49fdf6cc39b5b,,,Scopus
"Scott W., Reid A.",The revisioning of environmental education: A critical analysis of recent policy shifts in England and Wales,1998,Educational Review,50,213,223,10.1080/0013191980500301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040122147&doi=10.1080%2f0013191980500301&partnerID=40&md5=6ff140a4118391983e6c9babb2178cbc,,,Scopus
Mebratu D.,Sustainability and sustainable development: Historical and conceptual review,1998,Environmental Impact Assessment Review,18,493,520,10.1016/S0195-9255(98)00019-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032209169&doi=10.1016%2fS0195-9255%2898%2900019-5&partnerID=40&md5=9dcd98d4d34fbb15aa8a18a270cbc0c4,,Economic and social effects; Laws and legislation; Regulatory compliance; Sustainable development; Environmental policy; Environmental engineering; conceptual framework; sustainability; sustainable development,Scopus
"Mason L., Santi M.",Discussing the greenhouse effect: Children's collaborative discourse reasoning and conceptual change,1998,Environmental Education Research,4,67,85,10.1080/1350462980040105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0013307241&doi=10.1080%2f1350462980040105&partnerID=40&md5=79b8d0d0a996e8d57796a4e007f3c734,,,Scopus
Vare P.,ECoSA: A report on a pan-African environmental education survey,1998,Environmental Education Research,4,5,24,10.1080/1350462980040101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0007637165&doi=10.1080%2f1350462980040101&partnerID=40&md5=4560611c4c38ffea54d6f6cda6e23664,,,Scopus
Nickerson R.S.,Confirmation bias: A ubiquitous phenomenon in many guises,1998,Review of General Psychology,2,175,220,10.1037/1089-2680.2.2.175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000245521&doi=10.1037%2f1089-2680.2.2.175&partnerID=40&md5=0b55f85198a36ca46441fcf51ad82038,,,Scopus
Gough A.,Founders of environmental education: Narratives of the Australian environmental education movement,1997,Environmental Education Research,3,43,57,10.1080/1350462970030104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968800274&doi=10.1080%2f1350462970030104&partnerID=40&md5=70fa283d4ebc8e5c76dfc2f91163d76f,,,Scopus
"Adedayo A., Olawepo J.A.",Integration of environmental education in social science curricula at the secondary school level in Nigeria: Problems and prospects,1997,Environmental Education Research,3,83,93,10.1080/1350462970030107,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053630506&doi=10.1080%2f1350462970030107&partnerID=40&md5=69085beb897ee941a1e86dfc00b9a8ec,,,Scopus
Pace P.,Environmental education in Malta: Trends and challenges,1997,Environmental Education Research,3,69,82,10.1080/1350462970030106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-42649089412&doi=10.1080%2f1350462970030106&partnerID=40&md5=f490718b0d418c01976e4d765a6511b3,,,Scopus
Lee J.C.K.,Environmental education in schools in Hong Kong,1997,Environmental Education Research,3,359,371,10.1080/1350462970030308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346351881&doi=10.1080%2f1350462970030308&partnerID=40&md5=ad37e9997caa43a51bfdebdaec50f171,,,Scopus
Stimpson P.G.,Environmental challenge and curricular responses in Hong Kong,1997,Environmental Education Research,3,345,357,10.1080/1350462970030307,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0342331344&doi=10.1080%2f1350462970030307&partnerID=40&md5=30e63708eefd860a0f637a59afb93a06,,,Scopus
Ball S.J.,Policy sociology and critical social research: A personal review of recent education policy and policy research,1997,British Educational Research Journal,23,257,274,10.1080/0141192970230302,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031509724&doi=10.1080%2f0141192970230302&partnerID=40&md5=2a7d9b79fd8d40d8b5aeebe94b23053a,,,Scopus
"Rye J.A., Rubba P.A., Wiesenmayer R.L.",An investigation of middle school students’ alternative conceptions of global warming,1997,International Journal of Science Education,19,527,551,10.1080/0950069970190503,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012192843&doi=10.1080%2f0950069970190503&partnerID=40&md5=9922bb029e1b143a3b83e0a70eb3a319,,,Scopus
"Clayton M.H., Ratcliffe N.J.",Sustainability: a systems approach,1996,Sustainability: a systems approach,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041148053&partnerID=40&md5=61a556cd85982ec4d1fc227dbf611540,,complex adaptive system; conceptual studies; fiscal reform; macroeconomic policy; policy implication; sustainable development; systems approach,Scopus
Adara O.A.,Strategies of environmental education in social studies in Nigeria by the year 2000,1996,Environmental Education Research,2,237,246,10.1080/1350462960020209,https://www.scopus.com/inward/record.uri?eid=2-s2.0-30244507951&doi=10.1080%2f1350462960020209&partnerID=40&md5=8b49c118eba2ceb815229c130780c6ec,,,Scopus
Dove J.,"Student teacher understanding of the greenhouse effect, Ozone Layer depletion and acid rain",1996,Environmental Education Research,2,89,100,10.1080/1350462960020108,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0003079447&doi=10.1080%2f1350462960020108&partnerID=40&md5=82f13673b9642b3c55ca1e006797f05e,,,Scopus
"Christidou V., Koulaidis V.",Children's models of the ozone layer and ozone depletion,1996,Research in Science Education,26,421,436,10.1007/BF02357453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002646218&doi=10.1007%2fBF02357453&partnerID=40&md5=83968f19197e68af116b2d68543a85d7,,,Scopus
Bak N.,Green Doesn't Always Mean ‘Go’: Possible tensions in the desirability and implementation of environmental education,1995,Environmental Education Research,1,345,352,10.1080/1350462950010309,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959549163&doi=10.1080%2f1350462950010309&partnerID=40&md5=7e3e48632395c9198625e5504b76df4d,,,Scopus
Plant M.,The Riddle of Sustainable Development and the Role of Environmental Education,1995,Environmental Education Research,1,253,266,10.1080/1350462950010301,https://www.scopus.com/inward/record.uri?eid=2-s2.0-7944227405&doi=10.1080%2f1350462950010301&partnerID=40&md5=cb6c8efc0d60552584f164d721f7391a,,,Scopus
Mucunguzi P.,Environmental Education in the Formal Sector of Education in Uganda,1995,Environmental Education Research,1,233,240,10.1080/1350462950010208,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952643039&doi=10.1080%2f1350462950010208&partnerID=40&md5=e9c79343887675363eaa02a3a86bcc2a,,,Scopus
"Gayford C.G., Dillon P.J.",Policy and the Practice of Environmental Education in England: A dilemma for teachers,1995,Environmental Education Research,1,173,183,10.1080/1350462950010204,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039105790&doi=10.1080%2f1350462950010204&partnerID=40&md5=82b81b842de5e4bdc1f17d4d8d6c6d4f,,,Scopus
Smyth J.C.,Environment and Education: A view of a changing scene,1995,Environmental Education Research,1,3,120,10.1080/1350462950010101,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028864689&doi=10.1080%2f1350462950010101&partnerID=40&md5=7b2b71449c6205f07fe53681607b1279,,conceptual approach; disciplinary development; educational research; environmental education; UK,Scopus
Nam S.-J.,Environmental Education in Primary and Secondary Schools in Korea: Current developments and future agendas,1995,Environmental Education Research,1,109,122,10.1080/1350462950010109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0028846939&doi=10.1080%2f1350462950010109&partnerID=40&md5=50910d9bfa306cc932aea1eb86b18841,,developing country; educational development; environmental education; school curriculum; teacher education; Korea(South),Scopus
Tilbury D.,Environmental Education for Sustainability: Defining the new focus of environmental education in the 1990s,1995,Environmental Education Research,1,195,212,10.1080/1350462950010206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001013228&doi=10.1080%2f1350462950010206&partnerID=40&md5=377a1c3c19ed2753600db64a7b33350e,,,Scopus
"Boyes E., Stanisstreet M.","The ‘Greenhouse Effect’: Children’s perceptions of causes, consequences and cures",1993,International Journal of Science Education,15,531,552,10.1080/0950069930150507,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950458150&doi=10.1080%2f0950069930150507&partnerID=40&md5=807a2a577792fd21bae5e7926a166d9f,,,Scopus
HYLAND T.,"Competence, Knowledge and Education",1993,Journal of Philosophy of Education,27,57,68,10.1111/j.1467-9752.1993.tb00297.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0012965669&doi=10.1111%2fj.1467-9752.1993.tb00297.x&partnerID=40&md5=26fce0056706e6d5449b69374fad2826,,,Scopus
Dresner M.,Changing energy end-use patterns as a means of reducing global-warming trends,1990,Journal of Environmental Education,21,41,46,10.1080/00958964.1990.9941930,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0011621329&doi=10.1080%2f00958964.1990.9941930&partnerID=40&md5=45e4aa699cf0764281029a5ab82f4314,,,Scopus
